d_codigo,d_asenta,d_tipo_asenta,d_mnpio,d_estado,d_ciudad,d_zona
44009,Palacio de Gobierno Del Estado de Jalisco,Gran usuario,Guadalajara,Jalisco,Guadalajara,Urbano
44100,Guadalajara Centro,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44110,Vallarta Poniente,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44130,Arcos Vallarta,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44130,Arcos,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44140,Obrera Centro,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44150,Barrera,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44150,Lafayette,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44158,Deitz,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44160,Americana,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44170,San Antonio,Barrio,Guadalajara,Jalisco,Guadalajara,Urbano
44180,Mexicaltzingo,Barrio,Guadalajara,Jalisco,Guadalajara,Urbano
44190,Moderna,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44200,El Santuario,Barrio,Guadalajara,Jalisco,Guadalajara,Urbano
44200,Sagrada Familia,Barrio,Guadalajara,Jalisco,Guadalajara,Urbano
44200,Capilla de Jesús,Barrio,Guadalajara,Jalisco,Guadalajara,Urbano
44200,Artesanos,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44210,Jardines del Country,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44210,Jardines del Country 2a. Sección,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44214,Universidad,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44215,Parían,Condominio,Guadalajara,Jalisco,Guadalajara,Urbano
44216,Del Trabajo CTM,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44216,Fidel Velázquez,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44217,Residencial Vallarta Country,Conjunto habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44218,Fabrica de Atemajac,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44219,Casa Hogar CTM,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44220,Circunvalación Metro Carballo,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44220,Santa Mónica,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44220,Guadalupana Norte,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44220,Santa Elena Alcalde Oriente,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44220,Simón Bolívar,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44220,Guadalupana Sur,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44220,Santa Elena Alcalde Poniente,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44227,Jardines de Atemajac,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44230,División del Norte,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44230,Santa Elena Estadio,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44230,Autocinema,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44230,Santa Elena de La Cruz,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44240,Villas Del Estadio,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44240,Rancho Nuevo 2da. Sección,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44240,Lomas de Independencia,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44240,Colomos Independencia,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44240,Residencial San Elias,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44240,Ricardo Flores Magón,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44240,Estadio,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44240,FOVISSSTE Independencia,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44240,Nuevo Sur,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44240,Paseos Independencia,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44240,Independencia INFONAVIT,Conjunto habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44240,Rancho Nuevo 1ra. Sección,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44246,Estadio Poniente,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44247,Rancho Nuevo INFONAVIT,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44249,El Jaguey,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44250,Lomas del Paraíso 1a. Sección,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44250,Praderas del Paraíso (Rinconadas del Paraíso),Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44250,Lomas del Paraíso 4a. Sección,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44250,Lomas del Paraíso 3a. Sección,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44250,Balcones de Huentitán,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44250,Huentitán El Bajo,Pueblo,Guadalajara,Jalisco,Guadalajara,Urbano
44250,Lomas del Paraíso 2a. Sección,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44250,Lomas del Paraíso 5a. Sección,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44257,San Antonio,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44257,INFONAVIT Planetario,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44258,Colonial Independencia,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44259,Panorámica Huentitán,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44259,Zoológico,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44260,Miguel Galindo,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44260,Mezquitan Country,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44260,Niños Héroes,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44260,San Bernardo,Barrio,Guadalajara,Jalisco,Guadalajara,Urbano
44260,San Miguel de Mezquitan,Barrio,Guadalajara,Jalisco,Guadalajara,Urbano
44260,Barrio Mezquitan,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44260,Mezquitan,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44260,La Normal,Barrio,Guadalajara,Jalisco,Guadalajara,Urbano
44265,Ramón Corona,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44266,Observatorio,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44267,Eugenia,Condominio,Guadalajara,Jalisco,Guadalajara,Urbano
44268,Fray Antonio Alcalde,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44270,Alcalde Barranquitas,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44270,Miraflores,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44270,Colinas de La Normal,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44280,El Retiro,Barrio,Guadalajara,Jalisco,Guadalajara,Urbano
44290,Independencia Poniente,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44290,Independencia,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44298,Jardines Alcalde,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44299,Villas de San Juan,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44300,Esperanza,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44300,Jardines de Santa Isabel,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44300,San Miguel de Huentitán El Alto 1a Secc,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44300,La Joya,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44300,Margarita Maza de Juárez,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44300,Colonia No. 9,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44300,La Federacha,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44300,Batallón de San Patricio,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44306,La Cantera,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44306,Villas de la Cantera,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44306,Bosques de La Cantera,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44307,Estadio,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44320,Monumental,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44320,Belisario Domínguez,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44329,Belisario Domínguez,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44330,San Vicente,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44330,Circunvalación Belisario,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44330,San Marcos Oriente,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44330,Vicente Guerrero,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44330,San Marcos Poniente,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44340,Independencia Oriente,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44350,Postes Cuates (Federalismo),Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44350,Santa María,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44350,Santa María Oriente,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44350,Lomas Independencia,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44360,La Natividad,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44360,San Juan de Dios,Barrio,Guadalajara,Jalisco,Guadalajara,Urbano
44360,Sagrado Corazón,Barrio,Guadalajara,Jalisco,Guadalajara,Urbano
44360,La Perla,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44370,El Mirador,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44370,San Ramón,Barrio,Guadalajara,Jalisco,Guadalajara,Urbano
44380,San Felipe,Barrio,Guadalajara,Jalisco,Guadalajara,Urbano
44390,Rinconada de Huentitán,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44390,Real de Huentitán,Conjunto habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44390,Huentitán El Alto,Pueblo,Guadalajara,Jalisco,Guadalajara,Urbano
44390,San Miguel de Huentitán El Alto 3a Secc,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44390,Balcones de La Joya,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44390,La Joyita,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44395,INFONAVIT El Verde,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44398,Colinas de Huentitán,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44399,Dr. Atl,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44399,Altavista de Guadalajara,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44399,Villas de La Barranca,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44400,Gral. Real,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44400,Real,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44400,Revolución,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44400,La Divina Providencia,Barrio,Guadalajara,Jalisco,Guadalajara,Urbano
44410,Medrano,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44410,La Loma,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44419,Hernández Romo,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44420,Unidad Modelo,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44420,Valentín Gómez Farías,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44420,Obrera,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44430,González Gallo,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44430,Quinta Velarde,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44430,Olímpica,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44430,El Periodista,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44438,Dólar,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44440,Valle Del Álamo,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44440,Valle Del Álamo,Ampliación,Guadalajara,Jalisco,Guadalajara,Urbano
44440,Ferrocarril,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44440,El Dean,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44450,Analco,Barrio,Guadalajara,Jalisco,Guadalajara,Urbano
44460,Las Conchas,Barrio,Guadalajara,Jalisco,Guadalajara,Urbano
44460,San Carlos,Barrio,Guadalajara,Jalisco,Guadalajara,Urbano
44460,La Aurora,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44467,Rincón de Agua Azul,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44469,Barragán y Hernández,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44470,La Nogalera,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44470,Higuerillas 2a Secc,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44470,Higuerillas 1a Secc,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44490,Lázaro Cárdenas,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44490,Parque Industrial El Álamo,Zona industrial,Guadalajara,Jalisco,Guadalajara,Urbano
44493,Las Juntas,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44500,Residencial Chapalita,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44500,Campo de Polo Chapalita,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44500,Jardines de los Arcos,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44500,Arcos Sur,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44500,Chapalita,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44500,Vallarta Sur,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44509,Vallarta Cuauhtémoc,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44510,Jardines de Plaza Del Sol,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44510,Juan Diego,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44510,Residencial Del Bosque,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44520,Jardines del Bosque Norte,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44520,Jardines del Bosque Centro,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44530,Comercial Abastos,Zona comercial,Guadalajara,Jalisco,Guadalajara,Urbano
44530,Mercado de Abastos,Zona comercial,Guadalajara,Jalisco,Guadalajara,Urbano
44530,Margal,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44530,Bertha Cuervo de Jaredo,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44530,Rincón Del Bosque,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44535,Villa La Victoria,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44538,Rinconada de La Victoria,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44540,Bosques Del Valle,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44540,Perla Real,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44540,Jardines del Valle,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44540,Bosques de La Victoria,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44549,Rinconada de La Arboleda,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44550,Verde Valle Anexo,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44550,Verde Valle,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44559,Turquesa,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44560,Residencial Victoria,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44580,Santa Eduwiges,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44600,Santa Teresita,Barrio,Guadalajara,Jalisco,Guadalajara,Urbano
44600,Villaseñor,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44600,Ladrón de Guevara,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44610,Lomas Del Country,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44610,Country Club,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44619,Villas Del Country,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44620,Ayuntamiento,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44620,Chapultepec Country,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44630,Providencia 2a Secc,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44630,Providencia 1a Secc,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44630,Providencia 3a Secc,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44630,Circunvalación Américas,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44635,Rubio y Corona,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44638,Providencia 5a Secc,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44639,Providencia 4a Secc,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44647,Lomas de Providencia,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44648,Italia Providencia,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44650,Las Américas,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44650,Rojas Ladrón de Guevara,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44656,Jesús Garcia,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44657,Lomas de Guevara,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44658,Italia,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44658,Providencia Sur,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44659,Secretaria de Relaciones Exteriores,Gran usuario,Guadalajara,Jalisco,Guadalajara,Urbano
44660,Aldrete,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44660,Colomos Providencia,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44660,Villa de los Colomos,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44660,Colinas de San Javier,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44660,Los Colomos,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44665,Rinconada Del Arroyo,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44667,Agraria,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44668,Vista Del Country,Condominio,Guadalajara,Jalisco,Guadalajara,Urbano
44670,Eulogio Parra,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44670,Terrazas Monraz,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44670,Monraz,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44670,Prados de Providencia,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44670,Lomas del Valle,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44678,Lomas Santa Rita,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44679,Circunvalación Sarcófago,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44680,Residencial Juan Manuel,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44680,Circunvalación Vallarta,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44680,Circunvalación Guevara,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44689,Terranova,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44690,Villa Santa Rita,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44690,Rinconada Santa Rita,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44690,Vallarta Norte,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44690,Vallarta San Lucas,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44690,Vallarta San Jorge,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44700,Guadalajara Oriente,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44700,Santa Cecilia 2a. Sección,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44700,Santa Cecilia 3a. Sección,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44700,Oblatos,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44700,Santa Rosa,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44700,Unidad Río Verde,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44700,Río Verde Oblatos,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44700,Santa Cecilia 1a. sección,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44710,Popular,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44710,San Martín Anexo,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44710,Santos Degollado,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44710,San Martín,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44716,Circunvalación Oblatos,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44719,Talpita Oriente,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44719,Talpita Poniente,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44719,Ampliación Talpita,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44720,Bethel,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44720,Lomas de San Eugenio,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44720,San José Río Verde 2a. Sección,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44720,Arandas,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44720,Lomas de Oblatos 1a Secc,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44720,Villas de Guadalupe,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44720,Heliodoro Hernández Loza 2a Secc,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44720,Heliodoro Hernández Loza 1a Secc,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44720,Balcones de Oblatos,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44720,Lomas de Oblatos 2a Secc,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44723,Plutarco Elias Calles 1,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44724,San Eugenio,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44724,San Eugenio,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44725,Plutarco Elias Calles 2,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44726,San José Río Verde 1a. Sección,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44727,Tetlán Rio Verde,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44729,Jardines de La Barranca,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44729,Residencial de La Barranca,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44730,San Juan Bosco,Barrio,Guadalajara,Jalisco,Guadalajara,Urbano
44730,Blanco y Cuellar 2da.,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44730,Antigua Penal de Oblatos,Barrio,Guadalajara,Jalisco,Guadalajara,Urbano
44730,El Porvenir Unidad Hogar,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44730,Blanco y Cuellar 3ra.,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44730,Rinconada San Andres Poniente,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44730,Progreso,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44730,Blanco y Cuellar 1ra.,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44737,Los Mártires,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44739,Las Huertas,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44740,Industria,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44740,Jardines de Guadalupe,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44740,Potrero Alto,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44740,San Isidro,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44748,Esteban Alatorre,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44750,Santa María de Silo,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44750,Cuauhtémoc Popular,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44750,Cuauhtémoc INFONAVIT,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44750,Barajas Villaseñor San Pablo,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44750,Libertad,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44755,Rinconada San Andres,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44755,El Porvenir Oriente,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44757,Los Romo,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44760,Pablo Valdez,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44760,Los Tulipanes,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44760,Miguel Hidalgo,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44760,Ramón López Velarde,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44760,El Zalate,Pueblo,Guadalajara,Jalisco,Guadalajara,Urbano
44760,Lomas Del Gallo,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44760,Beatriz Hernández,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44765,Pablo Valdez,Conjunto habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44765,Ampliación Provincia,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44765,Pablo Valdez,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44766,Rinconada del Valle,Fraccionamiento,Guadalajara,Jalisco,Guadalajara,Urbano
44766,Los Arrayanes,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
44768,Joaquín Aarón,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44769,La Campesina,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44770,Benito Juárez,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44770,Lagos de Oriente 2a. Sección,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44770,San Joaquín,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44770,Lagos de Oriente,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44770,Hermosa Provincia,Colonia,Guadalajara,Jalisco,Guadalajara,Urbano
44770,INFONAVIT Benito Juárez,Unidad habitacional,Guadalajara,Jalisco,Guadalajara,Urbano
