d_codigo,d_asenta,d_tipo_asenta,d_mnpio,d_estado,d_ciudad,d_zona
99860,Mezquital Del Oro,Ranchería,Mezquital del Oro,Zacatecas,,Rural
99864,La Coronilla,Pueblo,Mezquital del Oro,Zacatecas,,Rural
99865,El Malacate,Ranchería,Mezquital del Oro,Zacatecas,,Rural
99867,Los Gallos,Rancho,Mezquital del Oro,Zacatecas,,Rural
99900,Nochistlan Centro,Colonia,Nochistlán de Mejía,Zacatecas,Nochistlán de Mejía,Semiurbano
99902,Santo Santiago,Barrio,Nochistlán de Mejía,Zacatecas,Nochistlán de Mejía,Semiurbano
99902,La Gloria,Fraccionamiento,Nochistlán de Mejía,Zacatecas,Nochistlán de Mejía,Semiurbano
99904,Loma Bonita,Fraccionamiento,Nochistlán de Mejía,Zacatecas,Nochistlán de Mejía,Semiurbano
99904,Arboledas,Fraccionamiento,Nochistlán de Mejía,Zacatecas,Nochistlán de Mejía,Semiurbano
99905,Lomas del Refugio,Colonia,Nochistlán de Mejía,Zacatecas,Nochistlán de Mejía,Urbano
99905,San Miguel Oriente,Colonia,Nochistlán de Mejía,Zacatecas,Nochistlán de Mejía,Semiurbano
99905,Gonzalez Sanchez,Fraccionamiento,Nochistlán de Mejía,Zacatecas,Nochistlán de Mejía,Semiurbano
99906,Santa Cecilia,Colonia,Nochistlán de Mejía,Zacatecas,Nochistlán de Mejía,Semiurbano
99907,Bugambilias,Fraccionamiento,Nochistlán de Mejía,Zacatecas,Nochistlán de Mejía,Semiurbano
99908,La Presa,Fraccionamiento,Nochistlán de Mejía,Zacatecas,Nochistlán de Mejía,Semiurbano
99908,La Quinta,Fraccionamiento,Nochistlán de Mejía,Zacatecas,Nochistlán de Mejía,Rural
99909,Sutsemop,Fraccionamiento,Nochistlán de Mejía,Zacatecas,Nochistlán de Mejía,Semiurbano
99909,Los Arcos,Colonia,Nochistlán de Mejía,Zacatecas,Nochistlán de Mejía,Semiurbano
99910,Monte de Yánez,Ranchería,Nochistlán de Mejía,Zacatecas,,Rural
99913,Toyahua de Arriba,Ranchería,Nochistlán de Mejía,Zacatecas,,Rural
99913,Las Delicias,Barrio,Nochistlán de Mejía,Zacatecas,,Rural
99913,Toyahua de Abajo,Ranchería,Nochistlán de Mejía,Zacatecas,,Rural
99913,Las Huertas,Ranchería,Nochistlán de Mejía,Zacatecas,,Rural
99914,Daniel Camarena,Ranchería,Nochistlán de Mejía,Zacatecas,,Rural
99915,La Villita,Ranchería,Nochistlán de Mejía,Zacatecas,,Rural
99915,Las Pilas,Ranchería,Nochistlán de Mejía,Zacatecas,,Rural
99917,Gabriel Lopez,Ranchería,Nochistlán de Mejía,Zacatecas,,Rural
99917,El Molino,Ranchería,Nochistlán de Mejía,Zacatecas,,Rural
99917,Capellania,Ranchería,Nochistlán de Mejía,Zacatecas,,Rural
99918,Tlachichila,Ranchería,Nochistlán de Mejía,Zacatecas,,Rural
99918,Casas Grandes,Ranchería,Nochistlán de Mejía,Zacatecas,,Rural
99918,Fátima,Barrio,Nochistlán de Mejía,Zacatecas,,Rural
99919,La Estancia,Ranchería,Nochistlán de Mejía,Zacatecas,,Rural
99920,San Pedro Apulco,Pueblo,Apulco,Zacatecas,,Rural
99921,Agua Blanca,Ranchería,Apulco,Zacatecas,,Rural
99925,La Pitaya,Ranchería,Apulco,Zacatecas,,Rural
99930,Tenayuca,Pueblo,Apulco,Zacatecas,,Rural
99940,Apozol,Pueblo,Apozol,Zacatecas,,Rural
99940,De Abajo,Barrio,Apozol,Zacatecas,,Rural
99949,Los Llamas,Ranchería,Apozol,Zacatecas,,Rural
99950,El Rescoldo,Ranchería,Apozol,Zacatecas,,Rural
99960,Juchipila,Pueblo,Juchipila,Zacatecas,,Rural
99960,Pueblo Viejo,Ranchería,Juchipila,Zacatecas,,Rural
99960,Guadalupe Victoria,Ranchería,Juchipila,Zacatecas,,Rural
99960,La Quinta,Colonia,Juchipila,Zacatecas,,Rural
99960,San Sebastián,Pueblo,Juchipila,Zacatecas,,Rural
99960,Cerro La Arena,Fraccionamiento,Juchipila,Zacatecas,,Rural
99960,Contitlan,Ranchería,Juchipila,Zacatecas,,Rural
99969,Mezquitera,Ranchería,Juchipila,Zacatecas,,Rural
99970,Remolino,Ranchería,Juchipila,Zacatecas,,Rural
99974,El Ranchito,Ranchería,Juchipila,Zacatecas,,Rural
99979,Amazochitl,Ranchería,Juchipila,Zacatecas,,Rural
99980,Moyahua Centro,Colonia,Moyahua de Estrada,Zacatecas,Moyahua de Estrada,Rural
99984,Santa Cruz,Fraccionamiento,Moyahua de Estrada,Zacatecas,Moyahua de Estrada,Rural
99984,Santa Maria,Fraccionamiento,Moyahua de Estrada,Zacatecas,Moyahua de Estrada,Rural
99987,Bajío Blanco,Fraccionamiento,Moyahua de Estrada,Zacatecas,Moyahua de Estrada,Rural
99990,Alameda Juárez,Ranchería,Moyahua de Estrada,Zacatecas,,Rural
99993,Cuxpala,Pueblo,Moyahua de Estrada,Zacatecas,,Rural
99994,Vicente Guerrero,Pueblo,Moyahua de Estrada,Zacatecas,,Rural
99998,Palmarejo,Ranchería,Moyahua de Estrada,Zacatecas,,Rural
99998,San Jose de Palmarejo,Ranchería,Moyahua de Estrada,Zacatecas,,Rural
99998,Jesús Maria,Ranchería,Moyahua de Estrada,Zacatecas,,Rural
