d_codigo,d_asenta,d_tipo_asenta,d_mnpio,d_estado,d_ciudad,d_zona
99324,El Valle,Fraccionamiento,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99330,Nuevo,Colonia,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99330,San Pedro,Colonia,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99340,Nueva Reforma,Colonia,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99340,Banrural,Fraccionamiento,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99340,San Francisco,Colonia,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99340,Lagunita,Colonia,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99340,Los Sauces,Colonia,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99340,Constituyentes,Colonia,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99342,Villa Flabia,Fraccionamiento,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99343,Artesanos,Colonia,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99344,Infonavit El Cortijo,Fraccionamiento,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99344,La Cruz,Fraccionamiento,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99344,Bosques,Fraccionamiento,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99350,Ejido de Ciénega,Fraccionamiento,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99350,Lo de Taura,Fraccionamiento,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99350,Chulavista,Colonia,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99350,Loma Dorada,Colonia,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99350,Unión Santa Cruz,Colonia,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99350,Carlos,Colonia,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99352,Concepción,Colonia,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99352,Montecillo,Colonia,Jerez,Zacatecas,Jerez de García Salinas,Rural
99353,El Molino,Fraccionamiento,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99353,Granjas El Molino,Colonia,Jerez,Zacatecas,Jerez de García Salinas,Rural
99360,Niños Héroes,Colonia,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99360,Alamedas,Fraccionamiento,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99360,Real Del Valle,Fraccionamiento,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99360,INFONAVIT II,Fraccionamiento,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99360,Justo Sierra,Colonia,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99360,Las Quintas,Fraccionamiento,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99361,Alameda Parque,Colonia,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99362,Deportivo,Fraccionamiento,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99362,Pedregal,Fraccionamiento,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99362,La Noria,Fraccionamiento,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99363,Guadalajara,Fraccionamiento,Jerez,Zacatecas,Jerez de García Salinas,Urbano
99363,Hidráulica,Colonia,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99363,Los Cardos,Fraccionamiento,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99363,Caxcán,Fraccionamiento,Jerez,Zacatecas,Jerez de García Salinas,Urbano
99370,Villa Fontana,Fraccionamiento,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99370,20 de Noviembre,Colonia,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99379,Huertas San Jose,Fraccionamiento,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99380,Lopez Mateos,Fraccionamiento,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99380,Modelo,Colonia,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99380,Fuenzanto,Colonia,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99380,Las Artes,Colonia,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99380,Obrera,Colonia,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99382,Jardín del Álamo,Fraccionamiento,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99382,Los Pinos,Fraccionamiento,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99382,Las Brisas,Fraccionamiento,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99382,Delicias,Fraccionamiento,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99389,Mercaderes,Colonia,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99389,Ladrillera,Colonia,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99389,Baño Nuevo,Colonia,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99390,Fovissste,Fraccionamiento,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99390,Álamos,Colonia,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99390,Jardines de Ramon Lopez Velarde,Fraccionamiento,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99390,Jardines de Jerez,Fraccionamiento,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99390,Rancho Los Arquitos,Unidad habitacional,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99392,Granjas,Fraccionamiento,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99392,Cnop,Colonia,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99393,Alamitos,Fraccionamiento,Jerez,Zacatecas,Jerez de García Salinas,Semiurbano
99400,La Loma (Manuel M. Ponce),Colonia,Monte Escobedo,Zacatecas,,Rural
99400,Las Mesitas,Colonia,Monte Escobedo,Zacatecas,,Rural
99400,La Palma,Colonia,Monte Escobedo,Zacatecas,,Rural
99400,Monte Escobedo Centro,Colonia,Monte Escobedo,Zacatecas,,Rural
99403,San Antonio de Abajo,Ranchería,Monte Escobedo,Zacatecas,,Rural
99410,Adjuntas Del Refugio,Ranchería,Monte Escobedo,Zacatecas,,Rural
99420,Laguna Grande,Pueblo,Monte Escobedo,Zacatecas,,Rural
99430,Maria de La Torre,Ranchería,Monte Escobedo,Zacatecas,,Rural
99436,Berrendos,Rancho,Monte Escobedo,Zacatecas,,Rural
99440,Los Félix,Poblado comunal,Jerez,Zacatecas,,Rural
99440,Vicente Guerrero,Ranchería,Jerez,Zacatecas,,Rural
99440,Miguel Hidalgo,Ranchería,Jerez,Zacatecas,,Rural
99442,Sáuz de los Garcia de Abajo,Ranchería,Jerez,Zacatecas,,Rural
99443,Ermita de los Correa,Ranchería,Jerez,Zacatecas,,Rural
99447,El Durazno,Ranchería,Jerez,Zacatecas,,Rural
99447,Los Haro,Ranchería,Jerez,Zacatecas,,Rural
99454,San Isidro Del Salto,Ranchería,Jerez,Zacatecas,,Rural
99456,Los Garcia,Ranchería,Jerez,Zacatecas,,Rural
99457,La Ciénega,Ranchería,Jerez,Zacatecas,,Rural
99458,Lo de Nava,Poblado comunal,Jerez,Zacatecas,,Rural
99458,Santa Rita (Luis Moya),Ranchería,Jerez,Zacatecas,,Rural
99460,Tetillas,Ranchería,Jerez,Zacatecas,,Rural
99467,Nuevo,Barrio,Jerez,Zacatecas,,Rural
99467,Ermita de Guadalupe,Ranchería,Jerez,Zacatecas,,Rural
99468,El Huejote,Ranchería,Jerez,Zacatecas,,Rural
99469,Los Ríos,Ranchería,Jerez,Zacatecas,,Rural
99471,Cieneguitas de Fernandez,Ranchería,Jerez,Zacatecas,,Rural
99473,Palmas Altas,Ranchería,Jerez,Zacatecas,,Rural
99473,Sarabia,Poblado comunal,Jerez,Zacatecas,,Rural
99473,Guadalupe Victoria (El Yegue),Poblado comunal,Jerez,Zacatecas,,Rural
99474,Villa Hermosa,Poblado comunal,Jerez,Zacatecas,,Rural
99474,Monte de los García,Poblado comunal,Jerez,Zacatecas,,Rural
99476,El Cargadero,Pueblo,Jerez,Zacatecas,,Rural
99476,Rio Florido,Ranchería,Jerez,Zacatecas,,Rural
99478,El Centro,Ranchería,Jerez,Zacatecas,,Rural
99479,Jomulquillo,Ranchería,Jerez,Zacatecas,,Rural
99480,Susticacán,Pueblo,Susticacán,Zacatecas,,Urbano
99500,El Salto,Hacienda,Villanueva,Zacatecas,,Rural
99500,Laguna Del Carretero,Ranchería,Villanueva,Zacatecas,,Rural
99500,Tarasco,Ranchería,Villanueva,Zacatecas,,Rural
99500,El Tigre,Ranchería,Villanueva,Zacatecas,,Rural
99506,El Jagüey,Ranchería,Villanueva,Zacatecas,,Rural
99510,El Fuerte,Pueblo,Villanueva,Zacatecas,,Rural
99510,Malpaso,Pueblo,Villanueva,Zacatecas,,Rural
99520,Felipe Angeles,Hacienda,Villanueva,Zacatecas,,Rural
99520,Gral. Francisco Murguía,Ranchería,Villanueva,Zacatecas,,Rural
99523,El Saucito,Ranchería,Villanueva,Zacatecas,,Rural
99530,El Vergel,Ranchería,Villanueva,Zacatecas,,Rural
99530,La Quemada,Hacienda,Villanueva,Zacatecas,,Rural
99530,Atitanac,Ranchería,Villanueva,Zacatecas,,Rural
99540,Villanueva Centro,Colonia,Villanueva,Zacatecas,Villanueva,Semiurbano
99542,Magisterial I,Fraccionamiento,Villanueva,Zacatecas,Villanueva,Semiurbano
99542,De los Varela,Barrio,Villanueva,Zacatecas,Villanueva,Semiurbano
99542,Gutiérrez Del Águila,Colonia,Villanueva,Zacatecas,Villanueva,Semiurbano
99542,Panames Escobedo,Colonia,Villanueva,Zacatecas,Villanueva,Semiurbano
99542,Beisbolera,Colonia,Villanueva,Zacatecas,Villanueva,Semiurbano
99543,De Santa Gertrudis,Barrio,Villanueva,Zacatecas,Villanueva,Semiurbano
99544,De Guadalupe,Barrio,Villanueva,Zacatecas,Villanueva,Semiurbano
99544,Tadeo,Fraccionamiento,Villanueva,Zacatecas,Villanueva,Semiurbano
99544,De los Ramirez,Colonia,Villanueva,Zacatecas,Villanueva,Semiurbano
99545,Arboledas,Fraccionamiento,Villanueva,Zacatecas,Villanueva,Semiurbano
99545,Del Panteón,Colonia,Villanueva,Zacatecas,Villanueva,Semiurbano
99545,Sierra Nevada,Colonia,Villanueva,Zacatecas,Villanueva,Semiurbano
99545,Lindavista,Colonia,Villanueva,Zacatecas,Villanueva,Semiurbano
99545,Los Geranios,Fraccionamiento,Villanueva,Zacatecas,Villanueva,Semiurbano
99545,Flores Del Pedregal,Colonia,Villanueva,Zacatecas,Villanueva,Semiurbano
99545,Santa Anita,Barrio,Villanueva,Zacatecas,Villanueva,Semiurbano
99546,Lomas Doradas,Fraccionamiento,Villanueva,Zacatecas,Villanueva,Semiurbano
99546,Loma de Tlalpan,Colonia,Villanueva,Zacatecas,Villanueva,Semiurbano
99546,Magisterial II (centenario),Fraccionamiento,Villanueva,Zacatecas,Villanueva,Semiurbano
99546,Rescodillo,Barrio,Villanueva,Zacatecas,Villanueva,Semiurbano
99546,Magisterial III,Fraccionamiento,Villanueva,Zacatecas,Villanueva,Semiurbano
99546,Arroyo Del Tigre,Colonia,Villanueva,Zacatecas,Villanueva,Semiurbano
99546,Lomas Verdes,Fraccionamiento,Villanueva,Zacatecas,Villanueva,Semiurbano
99547,Nueva,Colonia,Villanueva,Zacatecas,Villanueva,Semiurbano
99547,Colosio,Colonia,Villanueva,Zacatecas,Villanueva,Semiurbano
99547,Lomas Del Diezmo,Barrio,Villanueva,Zacatecas,Villanueva,Semiurbano
99550,La Encarnación,Hacienda,Villanueva,Zacatecas,,Rural
99552,Tuxtuac,Ranchería,Villanueva,Zacatecas,,Rural
99559,Gustavo Díaz Ordaz,Colonia,Villanueva,Zacatecas,,Rural
99559,Adolfo Lopez Mateos,Ranchería,Villanueva,Zacatecas,,Rural
99560,Lindavista,Colonia,Villanueva,Zacatecas,,Rural
99560,Tayahua,Ranchería,Villanueva,Zacatecas,,Rural
99570,América,Colonia,Tepetongo,Zacatecas,,Rural
99570,Chihuahua,Colonia,Tepetongo,Zacatecas,,Rural
99570,El Cuidado,Ejido,Tepetongo,Zacatecas,,Rural
99570,El Salitre,Ranchería,Tepetongo,Zacatecas,,Rural
99570,Tepetongo,Pueblo,Tepetongo,Zacatecas,,Rural
99570,Víboras,Ejido,Tepetongo,Zacatecas,,Rural
99580,Juanchorrey,Ranchería,Tepetongo,Zacatecas,,Rural
99581,Aparicios,Ranchería,Tepetongo,Zacatecas,,Rural
99581,Buenavista,Ejido,Tepetongo,Zacatecas,,Rural
99590,Gral. Joaquín Amaro,Pueblo,El Plateado de Joaquín Amaro,Zacatecas,,Urbano
99592,Antonio R Vela,Pueblo,El Plateado de Joaquín Amaro,Zacatecas,,Rural
99593,San Antonio de La Calera,Pueblo,El Plateado de Joaquín Amaro,Zacatecas,,Rural
99600,Jalpa Centro,Colonia,Jalpa,Zacatecas,Jalpa,Semiurbano
99600,Sagrado Corazón,Barrio,Jalpa,Zacatecas,Jalpa,Semiurbano
99600,El Rosario,Colonia,Jalpa,Zacatecas,Jalpa,Semiurbano
99602,Mesa del Santo,Colonia,Jalpa,Zacatecas,Jalpa,Urbano
99602,Lindavista,Fraccionamiento,Jalpa,Zacatecas,Jalpa,Semiurbano
99603,San Antonio,Colonia,Jalpa,Zacatecas,Jalpa,Urbano
99603,Juárez,Colonia,Jalpa,Zacatecas,Jalpa,Urbano
99603,Parque La Mezquitera,Colonia,Jalpa,Zacatecas,Jalpa,Semiurbano
99603,De La Cruz,Barrio,Jalpa,Zacatecas,Jalpa,Semiurbano
99605,Del Sol,Fraccionamiento,Jalpa,Zacatecas,Jalpa,Urbano
99606,Del Carmen,Colonia,Jalpa,Zacatecas,Jalpa,Urbano
99606,Hidalgo,Colonia,Jalpa,Zacatecas,Jalpa,Semiurbano
99606,Tia Rita,Fraccionamiento,Jalpa,Zacatecas,Jalpa,Urbano
99606,Quinta Chilla,Fraccionamiento,Jalpa,Zacatecas,Jalpa,Urbano
99606,Jacarandas,Fraccionamiento,Jalpa,Zacatecas,Jalpa,Semiurbano
99607,Reforma,Fraccionamiento,Jalpa,Zacatecas,Jalpa,Semiurbano
99607,Caxcán,Colonia,Jalpa,Zacatecas,Jalpa,Urbano
99607,Arroyo Blanco,Colonia,Jalpa,Zacatecas,Jalpa,Urbano
99608,Lomas Del Valle,Fraccionamiento,Jalpa,Zacatecas,Jalpa,Semiurbano
99608,Morelos,Colonia,Jalpa,Zacatecas,Jalpa,Urbano
99608,Fovissste,Colonia,Jalpa,Zacatecas,Jalpa,Semiurbano
99608,Loma Arroyo Blanco,Colonia,Jalpa,Zacatecas,Jalpa,Semiurbano
99608,Revolución,Fraccionamiento,Jalpa,Zacatecas,Jalpa,Semiurbano
99609,SARH,Colonia,Jalpa,Zacatecas,Jalpa,Urbano
99609,Obrera,Colonia,Jalpa,Zacatecas,Jalpa,Semiurbano
99609,Toma de Zacatecas,Colonia,Jalpa,Zacatecas,Jalpa,Urbano
99609,Santa Cecilia,Colonia,Jalpa,Zacatecas,Jalpa,Urbano
99609,Jardines de San José,Colonia,Jalpa,Zacatecas,Jalpa,Urbano
99609,Magisterial,Fraccionamiento,Jalpa,Zacatecas,Jalpa,Urbano
99609,Lomas de Chapultepec,Colonia,Jalpa,Zacatecas,Jalpa,Urbano
99609,Loma de San Antonio,Colonia,Jalpa,Zacatecas,Jalpa,Semiurbano
99609,Guerrero,Colonia,Jalpa,Zacatecas,Jalpa,Semiurbano
99620,Guadalupe Victoria,Ranchería,Jalpa,Zacatecas,,Rural
99624,El Rodeo,Ranchería,Jalpa,Zacatecas,,Rural
99630,Huiscolco,Ranchería,Tabasco,Zacatecas,,Rural
99630,Linda Vista,Colonia,Tabasco,Zacatecas,,Rural
99630,Monasterios,Colonia,Tabasco,Zacatecas,,Urbano
99630,Tabasco,Colonia,Tabasco,Zacatecas,,Urbano
99630,Del Parque,Colonia,Tabasco,Zacatecas,,Urbano
99630,Cosalimita,Ranchería,Tabasco,Zacatecas,,Rural
99630,Balconcitos,Colonia,Tabasco,Zacatecas,,Rural
99630,El Jaralillo,Ranchería,Tabasco,Zacatecas,,Rural
99630,San Luis de Custique,Ranchería,Tabasco,Zacatecas,,Rural
99630,Secundaria,Colonia,Tabasco,Zacatecas,,Rural
99630,Barrio San Nicolás,Colonia,Tabasco,Zacatecas,,Rural
99630,Barrio San Jose,Colonia,Tabasco,Zacatecas,,Rural
99630,Arboledas,Colonia,Tabasco,Zacatecas,,Urbano
99630,La Capilla,Colonia,Tabasco,Zacatecas,,Urbano
99630,Magisterial,Colonia,Tabasco,Zacatecas,,Rural
99630,El Refugio,Colonia,Tabasco,Zacatecas,,Rural
99630,Lomas de Solidaridad,Colonia,Tabasco,Zacatecas,,Urbano
99630,Benito Juárez,Colonia,Tabasco,Zacatecas,,Urbano
99630,Tenanguillo,Ranchería,Tabasco,Zacatecas,,Rural
99644,San Francisco,Ranchería,Tabasco,Zacatecas,,Rural
99650,Santiago,Estación,Tabasco,Zacatecas,,Rural
99670,Huanusco,Pueblo,Huanusco,Zacatecas,,Rural
99670,La Luz,Hacienda,Huanusco,Zacatecas,,Rural
99670,Lindavista,Colonia,Huanusco,Zacatecas,,Rural
99700,Morones,Fraccionamiento,Tlaltenango de Sánchez Román,Zacatecas,,Semiurbano
99700,Hidráulica,Colonia,Tlaltenango de Sánchez Román,Zacatecas,,Semiurbano
99700,Los Ramos,Ranchería,Tlaltenango de Sánchez Román,Zacatecas,,Rural
99700,Tabachines,Fraccionamiento,Tlaltenango de Sánchez Román,Zacatecas,,Semiurbano
99700,Brisas Del Rio,Fraccionamiento,Tlaltenango de Sánchez Román,Zacatecas,,Semiurbano
99700,San Pascual,Barrio,Tlaltenango de Sánchez Román,Zacatecas,,Semiurbano
99700,Las Moritas,Fraccionamiento,Tlaltenango de Sánchez Román,Zacatecas,,Semiurbano
99700,Las Goteras,Fraccionamiento,Tlaltenango de Sánchez Román,Zacatecas,,Semiurbano
99700,Militar,Unidad habitacional,Tlaltenango de Sánchez Román,Zacatecas,,Semiurbano
99700,La Haciendita,Barrio,Tlaltenango de Sánchez Román,Zacatecas,,Semiurbano
99700,Los Guapos,Ranchería,Tlaltenango de Sánchez Román,Zacatecas,,Rural
99700,San Antonio,Ranchería,Tlaltenango de Sánchez Román,Zacatecas,,Rural
99700,Independencia,Fraccionamiento,Tlaltenango de Sánchez Román,Zacatecas,,Semiurbano
99700,Las Conchas,Fraccionamiento,Tlaltenango de Sánchez Román,Zacatecas,,Semiurbano
99700,Lomas Del Calvario,Fraccionamiento,Tlaltenango de Sánchez Román,Zacatecas,,Semiurbano
99700,Las Lomitas,Fraccionamiento,Tlaltenango de Sánchez Román,Zacatecas,,Semiurbano
99700,Hacienda Real,Fraccionamiento,Tlaltenango de Sánchez Román,Zacatecas,,Semiurbano
99700,Tlaltenango de Sanchez Román,Ranchería,Tlaltenango de Sánchez Román,Zacatecas,,Semiurbano
99700,Valle Verde,Fraccionamiento,Tlaltenango de Sánchez Román,Zacatecas,,Semiurbano
99700,Buena Vista,Fraccionamiento,Tlaltenango de Sánchez Román,Zacatecas,,Semiurbano
99700,Arboledas,Fraccionamiento,Tlaltenango de Sánchez Román,Zacatecas,,Semiurbano
99700,Lomas Del Country,Fraccionamiento,Tlaltenango de Sánchez Román,Zacatecas,,Semiurbano
99700,Santo Santiago,Fraccionamiento,Tlaltenango de Sánchez Román,Zacatecas,,Semiurbano
99702,Lomas de Caxcanes,Fraccionamiento,Tlaltenango de Sánchez Román,Zacatecas,,Urbano
99704,La Palma,Ranchería,Tlaltenango de Sánchez Román,Zacatecas,,Rural
99705,Salazares,Ranchería,Tlaltenango de Sánchez Román,Zacatecas,,Rural
99707,Cicacalco,Pueblo,Tlaltenango de Sánchez Román,Zacatecas,,Rural
99720,La Esperanza,Colonia,Momax,Zacatecas,,Rural
99720,Nueva,Colonia,Momax,Zacatecas,,Rural
99720,Momax,Pueblo,Momax,Zacatecas,,Rural
99730,Los Pinos,Colonia,Atolinga,Zacatecas,,Urbano
99730,Atolinga,Pueblo,Atolinga,Zacatecas,,Urbano
99733,Cerrito Pelón,Ranchería,Atolinga,Zacatecas,,Rural
99733,Terreros,Rancho,Atolinga,Zacatecas,,Rural
99733,Juantón,Rancho,Atolinga,Zacatecas,,Rural
99733,Salisflor,Ranchería,Atolinga,Zacatecas,,Rural
99733,Talpa,Rancho,Atolinga,Zacatecas,,Rural
99733,Covarrubias,Rancho,Atolinga,Zacatecas,,Rural
99734,Los Velas,Rancho,Atolinga,Zacatecas,,Rural
99734,Charcuelos,Ranchería,Atolinga,Zacatecas,,Rural
99734,Acatepulco,Rancho,Atolinga,Zacatecas,,Rural
99734,Laguna Grande,Ranchería,Atolinga,Zacatecas,,Rural
99734,El Durazno,Ranchería,Atolinga,Zacatecas,,Rural
99734,Tapias Grandes,Rancho,Atolinga,Zacatecas,,Rural
99735,Villa Hidalgo,Ranchería,Atolinga,Zacatecas,,Rural
99735,La Estancia,Ranchería,Atolinga,Zacatecas,,Rural
99735,La Ciénega,Rancho,Atolinga,Zacatecas,,Rural
99736,Los Adobes,Ranchería,Atolinga,Zacatecas,,Rural
99736,Los Cerritos,Rancho,Atolinga,Zacatecas,,Rural
99750,El Terrero,Barrio,Tepechitlán,Zacatecas,,Rural
99750,Magisterial,Colonia,Tepechitlán,Zacatecas,,Rural
99750,La Cumbrita,Barrio,Tepechitlán,Zacatecas,,Rural
99750,Ocotlan Cerro Chino,Ranchería,Tepechitlán,Zacatecas,,Rural
99750,Tepechitlan,Pueblo,Tepechitlán,Zacatecas,,Rural
99753,Las Pilas,Colonia,Tepechitlán,Zacatecas,,Rural
99755,Ojuelos,Pueblo,Tepechitlán,Zacatecas,,Rural
99760,Santiago Nexcaltitán,Ranchería,Tepechitlán,Zacatecas,,Rural
99770,San Pedro Ocotlan,Ranchería,Tepechitlán,Zacatecas,,Rural
99780,Los Mirasoles,Colonia,Benito Juárez,Zacatecas,,Urbano
99780,El Durazno,Colonia,Benito Juárez,Zacatecas,,Urbano
99780,Florencia de Benito Juárez,Pueblo,Benito Juárez,Zacatecas,,Urbano
99783,Llano Grande,Ranchería,Benito Juárez,Zacatecas,,Rural
99784,Las Tablas,Rancho,Benito Juárez,Zacatecas,,Rural
99784,Los Campos,Ranchería,Benito Juárez,Zacatecas,,Rural
99785,Potrerillos,Ranchería,Benito Juárez,Zacatecas,,Rural
99786,San Lucas Tepetitlán,Pueblo,Benito Juárez,Zacatecas,,Rural
99786,La Laguna,Rancho,Benito Juárez,Zacatecas,,Rural
99786,Cuevas Chicas (Las Cuevas Chicas),Rancho,Benito Juárez,Zacatecas,,Rural
99786,Tecolotes,Rancho,Benito Juárez,Zacatecas,,Rural
99790,Los Charcos,Rancho,Benito Juárez,Zacatecas,,Rural
99790,Mesa de Rayos,Ranchería,Benito Juárez,Zacatecas,,Rural
99790,Mesa de Arellanos,Rancho,Benito Juárez,Zacatecas,,Rural
99790,Los Sauces,Ranchería,Benito Juárez,Zacatecas,,Rural
99794,Mesa de Núñez,Rancho,Benito Juárez,Zacatecas,,Rural
99794,Tonilco,Ranchería,Benito Juárez,Zacatecas,,Rural
99794,Los Cedros,Rancho,Benito Juárez,Zacatecas,,Rural
99794,Las Cruces,Rancho,Benito Juárez,Zacatecas,,Rural
99800,La Esperanza,Colonia,Teúl de González Ortega,Zacatecas,,Rural
99800,El Agave,Colonia,Teúl de González Ortega,Zacatecas,,Rural
99800,Teul de Gonzalez Ortega,Villa,Teúl de González Ortega,Zacatecas,,Rural
99800,Vallarta,Colonia,Teúl de González Ortega,Zacatecas,,Rural
99800,Genaro Borrego,Colonia,Teúl de González Ortega,Zacatecas,,Rural
99800,Los Maestros,Colonia,Teúl de González Ortega,Zacatecas,,Rural
99806,Alamitos,Ejido,Teúl de González Ortega,Zacatecas,,Rural
99810,Milpillas de Allende,Ranchería,Teúl de González Ortega,Zacatecas,,Rural
99814,Huitzila,Pueblo,Teúl de González Ortega,Zacatecas,,Rural
99820,Santa Maria de la Paz,Pueblo,Santa María de la Paz,Zacatecas,,Rural
99820,El Santuario,Colonia,Santa María de la Paz,Zacatecas,,Rural
99823,El Laurel,Ranchería,Santa María de la Paz,Zacatecas,,Rural
99823,Los Rodriguez,Ranchería,Santa María de la Paz,Zacatecas,,Rural
99823,La Haciendita,Ranchería,Santa María de la Paz,Zacatecas,,Rural
99824,El Zapotito,Ranchería,Santa María de la Paz,Zacatecas,,Rural
99824,La Mesa Grande,Ranchería,Santa María de la Paz,Zacatecas,,Rural
99824,El Pantano,Ranchería,Santa María de la Paz,Zacatecas,,Rural
99824,Hidalgo (el Picacho),Ranchería,Santa María de la Paz,Zacatecas,,Rural
99825,El Soto,Ranchería,Santa María de la Paz,Zacatecas,,Rural
99825,La Laguna,Ranchería,Santa María de la Paz,Zacatecas,,Rural
99825,San Vicente,Ranchería,Santa María de la Paz,Zacatecas,,Rural
99825,Santa Fe,Ranchería,Santa María de la Paz,Zacatecas,,Rural
99825,Marines,Ranchería,Santa María de la Paz,Zacatecas,,Rural
99825,San Rafael,Ranchería,Santa María de la Paz,Zacatecas,,Rural
99826,El Saucito,Ranchería,Santa María de la Paz,Zacatecas,,Rural
99826,El Gato,Ranchería,Santa María de la Paz,Zacatecas,,Rural
99826,El Arenal,Ranchería,Santa María de la Paz,Zacatecas,,Rural
99826,San Miguel Tepetitlan,Ranchería,Santa María de la Paz,Zacatecas,,Rural
99826,San Isidro,Ranchería,Santa María de la Paz,Zacatecas,,Rural
99826,Mesa El Pueblo,Ranchería,Santa María de la Paz,Zacatecas,,Rural
99827,Hacienda Vieja,Ranchería,Santa María de la Paz,Zacatecas,,Rural
99827,Las Tablas,Ranchería,Santa María de la Paz,Zacatecas,,Rural
99827,Los Cedros,Ranchería,Santa María de la Paz,Zacatecas,,Rural
99827,Los Horcones,Ranchería,Santa María de la Paz,Zacatecas,,Rural
99827,El Capulín,Ranchería,Santa María de la Paz,Zacatecas,,Rural
99828,Pajaritos,Ranchería,Santa María de la Paz,Zacatecas,,Rural
99828,Mesa de Trigos,Ranchería,Santa María de la Paz,Zacatecas,,Rural
99828,Los Polvos,Ranchería,Santa María de la Paz,Zacatecas,,Rural
99828,El Guitarrero,Ranchería,Santa María de la Paz,Zacatecas,,Rural
99830,García de la Cadena,Pueblo,Trinidad García de la Cadena,Zacatecas,,Urbano
99833,La Ceja,Ranchería,Trinidad García de la Cadena,Zacatecas,,Rural
99833,Las Huertitas,Rancho,Trinidad García de la Cadena,Zacatecas,,Rural
99833,Los Horconcillos,Ranchería,Trinidad García de la Cadena,Zacatecas,,Rural
99833,Los Sauces,Rancho,Trinidad García de la Cadena,Zacatecas,,Rural
99834,Santa Rosa,Ranchería,Trinidad García de la Cadena,Zacatecas,,Rural
99834,Las Vueltas,Rancho,Trinidad García de la Cadena,Zacatecas,,Rural
99840,El Barranco,Ranchería,Trinidad García de la Cadena,Zacatecas,,Rural
99840,El Tambor,Rancho,Trinidad García de la Cadena,Zacatecas,,Rural
99843,Llano de las Palomas,Rancho,Trinidad García de la Cadena,Zacatecas,,Rural
99843,La Tetilla,Rancho,Trinidad García de la Cadena,Zacatecas,,Rural
99854,Las Higueras,Rancho,Trinidad García de la Cadena,Zacatecas,,Rural
99854,San Martín de las Peñas (San Martín de Arriba),Rancho,Trinidad García de la Cadena,Zacatecas,,Rural
99854,Los Ciruelos,Rancho,Trinidad García de la Cadena,Zacatecas,,Rural
99855,Espinazo del Diablo,Rancho,Trinidad García de la Cadena,Zacatecas,,Rural
